68.22,87.00,91.00,1
82.89,80.00,97.30,1
68.44,80.00,90.10,1
64.22,84.00,95.50,1
47.78,80.00,49.60,0
75.33,80.00,92.80,1
56.67,80.00,66.70,0
83.33,84.00,96.40,1
58.22,82.00,83.80,0
73.11,82.00,73.90,0
91.00,82.00,90.10,1
58.00,83.00,86.50,0
82.67,81.00,97.30,1
84.67,80.00,89.20,1
65.00,84.00,90.10,1
71.00,82.00,95.50,1
40.22,84.00,37.90,0
78.44,82.00,95.50,1
64.22,80.00,75.70,0
52.00,84.00,73.90,0
72.00,80.00,78.40,0
74.67,80.00,95.50,1
84.00,80.00,97.30,1
54.22,82.00,50.50,0
24.00,80.00,43.90,0
28.60,80.00,43.90,0
30.30,80.00,43.05,0
55.56,80.00,92.80,1
73.33,82.00,95.50,1
73.33,82.00,93.70,1
56.00,82.00,61.30,0
82.22,82.00,91.00,1
33.00,80.00,47.80,0
63.78,80.00,100.00,1
66.67,82.00,93.70,1
53.11,82.00,91.90,1
63.78,82.00,88.30,1
59.56,89.00,71.20,0
52.00,84.00,78.40,0
82.67,84.00,92.80,1
76.00,80.00,90.10,1
62.89,80.00,90.10,1
72.44,82.00,99.10,1
55.00,82.00,88.30,0
78.22,80.00,92.80,1
69.33,82.00,85.60,1
70.00,80.00,86.50,1
65.33,80.00,77.50,0
86.00,80.00,98.20,1
88.00,90.00,100.00,1
46.44,80.00,76.60,0
74.67,84.00,95.50,1
79.11,80.00,94.60,1
60.44,84.00,95.50,1
69.11,80.00,92.80,1
32.22,80.00,73.90,0
60.00,80.00,63.10,0
93.00,80.00,100.00,1
80.00,84.00,91.00,1
61.33,84.00,81.10,0
56.67,80.00,82.00,0
81.11,85.00,95.50,1
67.33,82.00,82.90,1
73.33,80.00,49.60,0
56.89,88.00,92.80,1
51.00,82.00,95.50,1
60.00,86.00,64.00,0
82.67,80.00,100.00,1
59.33,82.00,86.50,0
80.00,84.00,97.30,1
53.33,80.00,77.50,0
62.67,80.00,76.60,0
69.33,88.00,91.90,1
74.22,85.00,92.80,1
85.00,86.00,100.00,1
80.00,85.00,100.00,1
79.33,80.00,69.40,0
58.22,80.00,94.60,1
58.67,82.00,84.70,0
81.11,83.00,100.00,1
58.00,84.00,63.10,0
76.00,84.00,77.50,1
